Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
E0,20/12/2020,Tottenham,Leicester,0,2,A,0,1,A,C Pawson,8,17,3,4,15,14,5,3,2,2,0,0,2.05,3.5,3.6,2.1,3.54,3.79,2.05,3.4,3.7,2.15,3.54,3.63
E0,20/12/2020,Man United,Leeds,6,2,H,4,1,H,A Taylor,26,17,14,3,6,6,11,13,1,0,0,0,1.66,4.33,4.5,1.73,4.31,4.66,1.7,4.2,4.5,1.74,4.44,4.45
E0,20/12/2020,West Brom,Aston Villa,0,3,A,0,1,A,M Atkinson,1,19,1,10,14,8,1,7,1,2,1,0,3.6,3.8,1.95,3.82,3.83,2.0,3.7,3.6,2.0,5.08,4.17,1.7
E0,21/12/2020,Burnley,Wolves,2,1,H,1,0,H,L Mason,10,15,4,3,11,15,1,7,2,1,0,0,3.5,3.25,2.2,3.73,3.19,2.27,3.6,3.1,2.25,3.49,3.08,2.44
E0,21/12/2020,Chelsea,West Ham,3,0,H,1,0,H,C Kavanagh,11,6,7,0,11,6,5,4,0,0,0,0,1.44,5.0,6.25,1.52,4.72,6.46,1.47,4.5,6.5,1.61,4.43,5.64
E0,26/12/2020,Leicester,Man United,2,2,D,1,1,D,M Dean,10,9,2,4,10,17,5,0,2,1,0,0,2.9,3.6,2.3,3.08,3.67,2.35,3.0,3.5,2.3,3.03,3.62,2.4
E0,26/12/2020,Aston Villa,Crystal Palace,3,0,H,1,0,H,A Taylor,21,13,10,6,18,16,4,4,1,4,1,0,1.9,3.75,3.8,1.95,3.9,3.91,1.95,3.7,3.75,1.83,3.93,4.47
E0,26/12/2020,Fulham,Southampton,0,0,D,0,0,D,D England,10,3,1,2,15,12,6,3,2,0,0,0,3.2,3.3,2.3,3.29,3.42,2.35,3.2,3.3,2.3,2.8,3.43,2.68
E0,26/12/2020,Arsenal,Chelsea,3,1,H,2,0,H,M Oliver,15,19,7,3,13,10,7,9,2,1,0,0,4.0,3.6,1.9,4.14,3.73,1.94,4.2,3.5,1.91,4.84,3.96,1.77
E0,26/12/2020,Man City,Newcastle,2,0,H,1,0,H,A Marriner,11,7,6,2,5,12,7,3,2,2,0,0,1.11,10.0,19.0,1.14,9.55,22.92,1.11,9.0,23.0,1.13,9.55,22.04
E0,26/12/2020,Sheffield United,Everton,0,1,A,0,0,D,D Coote,10,7,2,3,11,10,6,3,2,4,0,0,4.2,3.6,1.85,4.26,3.66,1.94,4.2,3.5,1.91,3.38,3.29,2.37
E0,27/12/2020,Leeds,Burnley,1,0,H,1,0,H,R Jones,11,14,4,6,8,14,4,12,0,3,0,0,1.72,4.0,4.33,1.76,4.09,4.71,1.73,4.0,4.5,1.72,4.18,4.91
E0,27/12/2020,West Ham,Brighton,2,2,D,0,1,A,S Hooper,11,13,4,4,6,8,5,4,0,0,0,0,2.3,3.4,3.1,2.42,3.38,3.19,2.38,3.25,3.1,2.42,3.34,3.24
E0,27/12/2020,Liverpool,West Brom,1,1,D,1,0,H,K Friend,17,5,2,3,8,5,8,3,0,1,0,0,1.11,10.0,19.0,1.14,9.42,22.43,1.12,8.5,21.0,1.13,9.46,22.33
E0,27/12/2020,Wolves,Tottenham,1,1,D,0,1,A,P Tierney,11,6,6,3,20,13,9,2,4,1,0,0,3.6,3.25,2.15,3.76,3.37,2.17,3.5,3.2,2.2,3.61,3.4,2.21
E0,28/12/2020,Crystal Palace,Leicester,1,1,D,0,0,D,G Scott,4,17,1,3,10,7,2,5,0,1,0,0,3.75,3.5,2.0,3.95,3.58,2.04,3.9,3.4,2.0,3.4,3.49,2.27
E0,28/12/2020,Chelsea,Aston Villa,1,1,D,1,0,H,S Attwell,16,10,5,2,16,3,11,4,3,1,0,0,1.61,4.2,5.0,1.71,4.25,4.89,1.7,4.0,4.75,1.86,4.07,4.15
E0,29/12/2020,Brighton,Arsenal,0,1,A,0,0,D,M Atkinson,13,11,2,3,11,4,5,4,2,0,0,0,3.25,3.5,2.2,3.27,3.43,2.35,3.2,3.4,2.25,3.85,3.56,2.08
E0,29/12/2020,Burnley,Sheffield United,1,0,H,1,0,H,C Kavanagh,5,7,3,3,13,17,3,5,1,2,0,0,2.37,3.1,3.25,2.45,3.2,3.31,2.4,3.1,3.2,2.43,3.22,3.34
E0,29/12/2020,Southampton,West Ham,0,0,D,0,0,D,A Madley,8,8,3,3,16,15,4,3,3,1,0,0,2.1,3.6,3.4,2.23,3.57,3.4,2.2,3.4,3.3,2.05,3.65,3.84
E0,29/12/2020,West Brom,Leeds,0,5,A,0,4,A,L Mason,4,14,1,6,7,10,3,10,0,1,0,0,3.6,3.6,2.0,3.72,3.71,2.06,3.6,3.5,2.05,4.35,4.04,1.83
E0,29/12/2020,Man United,Wolves,1,0,H,0,0,D,J Moss,11,9,3,5,11,7,2,2,1,1,0,0,1.53,4.2,6.25,1.53,4.35,5.94,1.55,4.0,6.5,1.57,4.31,6.35
E0,30/12/2020,Newcastle,Liverpool,0,0,D,0,0,D,P Tierney,8,11,2,4,9,13,5,12,2,3,0,0,12.0,6.0,1.25,9.61,6.09,1.32,11.0,5.5,1.29,10.49,6.04,1.3
E0,01/01/2021,Everton,West Ham,0,1,A,0,0,D,K Friend,10,11,2,5,9,7,5,4,2,0,0,0,2.1,3.5,3.5,2.19,3.52,3.55,2.15,3.4,3.5,2.3,3.52,3.3
E0,01/01/2021,Man United,Aston Villa,2,1,H,1,0,H,M Oliver,19,5,9,5,22,10,5,10,4,0,0,0,1.72,4.2,4.2,1.78,4.14,4.52,1.75,4.0,4.4,1.75,4.13,4.74
E0,02/01/2021,Tottenham,Leeds,3,0,H,2,0,H,D Coote,20,18,7,5,15,13,3,5,2,1,1,0,1.75,4.1,4.2,1.81,4.13,4.34,1.8,3.9,4.2,1.89,4.08,3.98
E0,02/01/2021,Crystal Palace,Sheffield United,2,0,H,2,0,H,S Attwell,9,7,4,2,8,18,3,6,1,3,0,0,1.95,3.5,3.9,2.02,3.45,3.84,2.0,3.3,4.0,2.14,3.28,4.0
E0,02/01/2021,Brighton,Wolves,3,3,D,1,3,A,A Madley,13,11,4,4,13,8,5,8,2,1,0,0,2.62,3.25,2.75,2.68,3.28,2.91,2.7,3.1,2.8,2.87,3.09,2.86
E0,02/01/2021,West Brom,Arsenal,0,4,A,0,2,A,M Atkinson,7,21,3,12,7,4,3,5,1,2,0,0,5.75,4.0,1.57,5.98,4.09,1.63,6.5,4.2,1.53,6.21,4.14,1.61
E0,03/01/2021,Newcastle,Leicester,1,2,A,0,0,D,R Jones,8,9,2,3,10,11,3,6,0,2,0,0,5.25,4.2,1.61,5.35,3.99,1.7,5.25,3.9,1.65,6.57,4.14,1.58
E0,03/01/2021,Chelsea,Man City,1,3,A,0,3,A,A Taylor,9,18,2,6,11,10,5,3,3,1,0,0,3.0,3.7,2.2,2.95,3.67,2.4,3.1,3.5,2.25,3.5,3.59,2.18
E0,04/01/2021,Southampton,Liverpool,1,0,H,1,0,H,A Marriner,7,17,3,1,5,12,1,10,1,3,0,0,5.0,4.33,1.61,5.03,4.44,1.67,5.0,4.2,1.63,6.16,4.92,1.52
E0,12/01/2021,Sheffield United,Newcastle,1,0,H,0,0,D,A Madley,17,7,4,3,13,12,5,2,2,3,0,1,2.45,3.1,3.1,2.53,3.18,3.2,2.45,3.1,3.1,2.34,3.23,3.5
E0,12/01/2021,Burnley,Man United,0,1,A,0,0,D,K Friend,11,13,0,7,15,13,3,4,1,2,0,0,7.0,4.5,1.45,7.33,4.66,1.48,7.0,4.33,1.47,7.92,5.05,1.43
E0,12/01/2021,Wolves,Everton,1,2,A,1,1,D,M Atkinson,12,5,3,3,6,11,6,5,2,2,0,0,2.45,3.1,3.1,2.56,3.18,3.15,2.45,3.1,3.1,2.73,2.93,3.18
E0,13/01/2021,Man City,Brighton,1,0,H,1,0,H,D England,16,5,6,1,4,12,8,4,0,2,0,0,1.14,8.5,16.0,1.19,7.61,16.97,1.17,7.0,19.0,1.18,7.99,17.46
E0,13/01/2021,Tottenham,Fulham,1,1,D,1,0,H,P Tierney,15,15,6,4,13,15,6,5,1,2,0,0,1.36,5.0,8.5,1.36,4.97,8.16,1.4,4.75,8.0,1.66,3.85,6.19
E0,14/01/2021,Arsenal,Crystal Palace,0,0,D,0,0,D,A Marriner,11,12,4,2,10,11,7,3,1,1,0,0,1.53,4.0,6.5,1.58,4.18,6.55,1.55,4.0,6.5,1.74,3.94,5.14
E0,16/01/2021,Wolves,West Brom,2,3,A,2,1,H,M Oliver,23,12,6,5,10,14,11,0,2,1,0,0,1.6,3.5,7.0,1.63,3.7,7.07,1.6,3.5,7.0,1.64,3.85,6.52
E0,16/01/2021,Leeds,Brighton,0,1,A,0,1,A,K Friend,7,7,2,2,8,9,5,2,1,1,0,0,2.1,3.5,3.4,2.18,3.67,3.43,2.15,3.5,3.3,2.3,3.58,3.24
E0,16/01/2021,West Ham,Burnley,1,0,H,1,0,H,C Kavanagh,15,10,4,2,12,9,7,4,2,1,0,0,1.8,3.5,4.75,1.85,3.57,4.88,1.83,3.4,4.75,1.79,3.73,5.11
E0,16/01/2021,Fulham,Chelsea,0,1,A,0,0,D,P Bankes,10,21,3,6,11,10,1,12,2,3,1,0,6.5,4.33,1.5,6.81,4.17,1.56,6.5,4.2,1.53,6.29,4.09,1.61
E0,16/01/2021,Leicester,Southampton,2,0,H,1,0,H,S Attwell,16,8,5,3,10,11,2,5,2,2,0,0,1.8,3.75,4.5,1.8,3.69,4.52,1.78,3.6,4.8,1.73,3.86,5.32
E0,17/01/2021,Sheffield United,Tottenham,1,3,A,0,2,A,A Marriner,15,14,5,5,13,4,5,7,4,0,0,0,6.25,3.75,1.6,6.1,3.73,1.68,6.5,3.6,1.63,4.81,3.71,1.83
E0,17/01/2021,Liverpool,Man United,0,0,D,0,0,D,P Tierney,17,8,3,4,15,6,7,3,2,1,0,0,1.95,3.8,3.6,1.98,4.0,3.71,1.95,3.8,3.6,1.94,3.98,3.89
E0,17/01/2021,Man City,Crystal Palace,4,0,H,1,0,H,L Mason,13,2,6,0,9,8,11,1,0,0,0,0,1.14,8.5,17.0,1.18,7.87,18.27,1.17,7.5,17.0,1.19,7.48,17.24
E0,18/01/2021,Arsenal,Newcastle,3,0,H,0,0,D,D Coote,20,4,6,1,9,8,7,2,0,0,0,0,1.4,4.5,8.0,1.45,4.73,7.98,1.42,4.5,8.0,1.44,4.84,7.87
E0,19/01/2021,West Ham,West Brom,2,1,H,1,0,H,G Scott,14,6,6,2,10,10,3,1,0,1,0,0,1.57,4.2,5.5,1.58,4.23,6.35,1.57,3.9,6.5,1.54,4.27,7.01
E0,19/01/2021,Leicester,Chelsea,2,0,H,2,0,H,C Pawson,8,9,6,5,7,16,6,3,1,3,0,0,2.87,3.4,2.45,2.92,3.49,2.55,3.0,3.4,2.4,2.88,3.48,2.58
E0,20/01/2021,Man City,Aston Villa,2,0,H,0,0,D,J Moss,28,11,9,4,10,9,16,2,0,2,0,0,1.22,6.5,12.0,1.24,6.1,11.61,1.25,6.0,12.0,1.33,5.95,9.55
E0,20/01/2021,Fulham,Man United,1,2,A,1,1,D,M Atkinson,12,15,5,5,6,10,2,8,3,1,0,0,6.0,4.33,1.53,6.32,4.41,1.56,6.5,4.2,1.53,5.49,4.18,1.66
E0,21/01/2021,Liverpool,Burnley,0,1,A,0,0,D,M Dean,27,6,6,4,11,8,12,0,2,1,0,0,1.18,7.5,15.0,1.21,7.24,15.81,1.18,7.0,17.0,1.35,5.34,9.48
E0,23/01/2021,Aston Villa,Newcastle,2,0,H,2,0,H,S Hooper,14,7,5,1,9,18,5,4,0,3,0,0,1.45,4.75,6.5,1.52,4.68,6.46,1.5,4.4,6.5,1.52,4.66,6.51
E0,26/01/2021,Crystal Palace,West Ham,2,3,A,1,2,A,S Attwell,6,17,3,7,9,8,3,4,0,0,0,0,3.1,3.25,2.37,3.21,3.32,2.44,3.2,3.3,2.3,3.64,3.38,2.21
E0,26/01/2021,Newcastle,Leeds,1,2,A,0,1,A,A Taylor,22,9,5,2,10,15,9,5,1,3,0,0,3.9,3.8,1.85,3.92,3.89,1.95,3.7,3.7,1.95,4.2,4.01,1.86
E0,26/01/2021,Southampton,Arsenal,1,3,A,1,2,A,K Friend,13,9,5,5,11,6,4,5,1,2,0,0,3.5,3.6,2.05,3.59,3.69,2.11,3.5,3.6,2.05,3.55,3.74,2.11
E0,26/01/2021,West Brom,Man City,0,5,A,0,4,A,C Kavanagh,4,18,1,7,8,8,3,8,2,0,0,0,15.0,7.5,1.18,15.82,7.25,1.21,12.0,7.0,1.22,20.07,8.8,1.16
E0,27/01/2021,Burnley,Aston Villa,3,2,H,0,1,A,P Tierney,10,18,5,10,16,7,2,4,1,0,0,0,3.8,3.5,1.95,4.01,3.65,2.0,3.9,3.4,2.0,4.66,3.84,1.82
E0,27/01/2021,Chelsea,Wolves,0,0,D,0,0,D,A Madley,14,4,5,0,14,7,13,1,1,1,0,0,1.6,4.2,5.25,1.63,4.26,5.68,1.6,4.0,5.8,1.64,3.97,6.1
E0,27/01/2021,Brighton,Fulham,0,0,D,0,0,D,C Pawson,16,10,5,3,10,14,10,0,2,1,0,0,2.05,3.4,3.75,2.07,3.47,3.96,2.05,3.3,3.8,2.14,3.35,3.9
E0,27/01/2021,Everton,Leicester,1,1,D,1,0,H,M Dean,8,19,2,6,12,10,5,11,1,1,0,0,2.8,3.3,2.55,2.92,3.26,2.68,2.8,3.2,2.6,3.38,3.34,2.34
E0,27/01/2021,Man United,Sheffield United,1,2,A,0,1,A,P Bankes,16,5,4,3,10,12,7,2,1,1,0,0,1.25,6.0,11.0,1.29,6.21,11.4,1.27,5.8,11.0,1.28,6.26,11.23
E0,28/01/2021,Tottenham,Liverpool,1,3,A,0,1,A,M Atkinson,3,14,2,7,9,11,1,2,1,2,0,0,3.2,3.6,2.2,3.33,3.61,2.25,3.2,3.4,2.25,3.69,3.9,2.02
E0,30/01/2021,Everton,Newcastle,0,2,A,0,0,D,S Attwell,11,13,3,3,13,6,7,12,3,4,0,0,1.55,4.0,6.5,1.61,4.03,6.49,1.57,3.9,6.5,1.56,4.17,6.83
E0,30/01/2021,Crystal Palace,Wolves,1,0,H,0,0,D,S Hooper,11,6,2,4,7,10,1,6,1,2,0,0,2.87,3.2,2.55,3.05,3.15,2.65,2.88,3.1,2.62,2.99,3.18,2.68
E0,30/01/2021,Man City,Sheffield United,1,0,H,1,0,H,D Coote,10,4,5,1,7,10,10,0,0,3,0,0,1.12,9.0,18.0,1.13,9.43,26.18,1.14,8.0,21.0,1.19,7.29,18.12
E0,30/01/2021,West Brom,Fulham,2,2,D,0,1,A,A Taylor,5,12,3,7,9,10,2,3,1,0,0,0,3.3,3.2,2.3,3.43,3.26,2.36,3.3,3.1,2.35,3.6,3.41,2.22
E0,30/01/2021,Arsenal,Man United,0,0,D,0,0,D,M Oliver,17,14,3,3,9,16,4,7,1,3,0,0,2.8,3.5,2.45,2.93,3.46,2.55,2.8,3.5,2.45,3.6,3.7,2.11
E0,30/01/2021,Southampton,Aston Villa,0,1,A,0,1,A,L Mason,20,8,5,4,12,11,7,1,1,0,0,0,2.8,3.6,2.37,2.9,3.73,2.44,2.88,3.5,2.38,3.37,3.74,2.18
E0,31/01/2021,Chelsea,Burnley,2,0,H,1,0,H,G Scott,19,1,8,0,7,9,4,2,0,1,0,0,1.33,5.0,9.5,1.36,5.25,10.02,1.33,5.0,10.0,1.36,5.2,9.96
E0,31/01/2021,Leicester,Leeds,1,3,A,1,1,D,C Kavanagh,18,8,8,7,17,16,6,4,0,3,0,0,1.8,4.0,4.2,1.81,4.18,4.27,1.85,3.8,4.0,1.87,3.93,4.28
E0,31/01/2021,West Ham,Liverpool,1,3,A,0,0,D,J Moss,8,14,2,5,7,8,6,5,2,0,0,0,4.33,4.0,1.75,4.65,4.1,1.77,4.5,3.9,1.75,3.66,3.53,2.14
E0,31/01/2021,Brighton,Tottenham,1,0,H,1,0,H,P Bankes,16,8,5,4,11,11,9,2,2,1,0,0,3.2,3.4,2.25,3.18,3.46,2.39,3.1,3.25,2.38,3.12,3.43,2.44
E0,02/02/2021,Sheffield United,West Brom,2,1,H,0,1,A,P Tierney,14,8,6,4,11,9,9,2,2,1,0,0,2.0,3.3,4.0,2.11,3.33,4.03,1.95,3.3,4.2,2.2,3.36,3.68
E0,02/02/2021,Wolves,Arsenal,2,1,H,1,1,D,C Pawson,11,9,7,3,11,8,9,6,3,2,0,2,3.6,3.3,2.1,3.71,3.36,2.2,3.6,3.25,2.15,3.72,3.34,2.2
E0,02/02/2021,Man United,Southampton,9,0,H,4,0,H,M Dean,24,3,14,1,11,6,5,3,2,3,0,2,1.4,4.75,7.0,1.46,4.81,7.59,1.42,4.5,8.0,1.45,4.95,7.33
E0,02/02/2021,Newcastle,Crystal Palace,1,2,A,1,2,A,D England,21,6,5,3,14,11,9,1,1,3,0,0,2.8,3.2,2.6,3.01,3.16,2.68,2.8,3.2,2.6,3.01,3.45,2.49
E0,03/02/2021,Burnley,Man City,0,2,A,0,2,A,M Atkinson,2,17,0,6,8,5,1,3,2,1,0,0,13.0,7.0,1.2,14.8,6.57,1.23,15.0,6.5,1.2,17.18,6.69,1.22
E0,03/02/2021,Fulham,Leicester,0,2,A,0,2,A,R Jones,8,9,1,5,17,10,5,2,3,1,0,0,4.0,3.5,1.9,4.12,3.56,2.0,4.0,3.5,1.95,3.9,3.34,2.14
E0,03/02/2021,Leeds,Everton,1,2,A,0,2,A,M Oliver,16,10,7,6,12,12,7,1,2,3,0,0,2.5,3.5,2.7,2.51,3.71,2.82,2.45,3.6,2.75,2.65,3.51,2.78
E0,03/02/2021,Aston Villa,West Ham,1,3,A,0,0,D,A Madley,9,20,2,10,11,15,7,3,1,1,0,0,2.2,3.4,3.25,2.23,3.5,3.46,2.2,3.3,3.4,2.46,3.57,2.98
E0,03/02/2021,Liverpool,Brighton,0,1,A,0,0,D,K Friend,11,13,1,4,12,6,6,3,1,0,0,0,1.33,5.25,9.0,1.37,5.5,8.87,1.36,5.0,8.5,1.52,4.68,6.57
E0,04/02/2021,Tottenham,Chelsea,0,1,A,0,1,A,A Marriner,7,18,2,2,20,14,2,7,2,3,0,0,3.5,3.4,2.1,3.58,3.52,2.18,3.4,3.4,2.15,4.11,3.59,1.99
E0,06/02/2021,Aston Villa,Arsenal,1,0,H,1,0,H,C Kavanagh,12,14,8,3,12,12,3,7,3,2,0,0,2.62,3.5,2.6,2.84,3.51,2.6,2.7,3.5,2.55,3.05,3.5,2.45
E0,06/02/2021,Burnley,Brighton,1,1,D,0,1,A,A Taylor,20,10,7,2,8,10,8,7,2,0,0,0,3.6,3.1,2.2,3.74,3.21,2.26,3.6,3.2,2.2,3.66,3.24,2.27
E0,06/02/2021,Newcastle,Southampton,3,2,H,3,1,H,C Pawson,6,14,4,5,11,14,0,7,2,1,1,0,3.0,3.3,2.4,3.06,3.32,2.54,2.88,3.3,2.5,3.39,3.64,2.21
E0,06/02/2021,Fulham,West Ham,0,0,D,0,0,D,M Dean,20,8,2,1,11,10,7,3,1,2,0,1,3.6,3.5,2.05,3.66,3.56,2.13,3.5,3.5,2.1,4.07,3.67,1.98
E0,06/02/2021,Man United,Everton,3,3,D,2,0,H,J Moss,14,6,5,3,14,10,5,1,2,1,0,0,1.53,4.2,6.0,1.57,4.35,6.22,1.55,4.2,6.0,1.64,4.25,5.61
E0,07/02/2021,Tottenham,West Brom,2,0,H,0,0,D,S Attwell,13,4,6,1,16,12,8,0,1,2,0,0,1.45,4.5,7.0,1.47,4.58,7.81,1.44,4.4,7.5,1.4,5.04,8.69
E0,07/02/2021,Wolves,Leicester,0,0,D,0,0,D,M Atkinson,13,13,1,3,11,15,8,2,1,3,0,0,3.5,3.4,2.1,3.63,3.49,2.17,3.4,3.3,2.2,3.51,3.32,2.3
E0,07/02/2021,Liverpool,Man City,1,4,A,0,0,D,M Oliver,8,8,3,5,13,8,6,1,2,1,0,0,3.4,3.6,2.05,3.44,3.7,2.17,3.4,3.6,2.1,3.15,3.69,2.3
E0,07/02/2021,Sheffield United,Chelsea,1,2,A,0,1,A,K Friend,8,9,3,3,8,8,1,8,1,0,0,0,7.0,4.5,1.45,7.64,4.46,1.49,7.0,4.2,1.5,6.96,4.36,1.53
E0,08/02/2021,Leeds,Crystal Palace,2,0,H,1,0,H,A Marriner,17,8,7,3,7,8,5,3,0,2,0,0,1.8,3.8,4.2,1.88,3.93,4.24,1.85,3.8,4.0,1.79,3.67,5.13
E0,13/02/2021,Leicester,Liverpool,3,1,H,0,0,D,A Taylor,11,15,6,4,9,6,2,12,1,2,0,0,3.5,3.4,2.1,3.5,3.53,2.2,3.4,3.4,2.15,3.96,4.02,1.92
E0,13/02/2021,Crystal Palace,Burnley,0,3,A,0,2,A,M Oliver,13,16,3,4,15,14,7,4,0,0,0,0,2.37,3.1,3.2,2.54,3.18,3.19,2.4,3.1,3.2,2.91,3.25,2.7
E0,13/02/2021,Man City,Tottenham,3,0,H,1,0,H,P Tierney,15,7,6,3,12,13,4,2,1,3,0,0,1.28,5.75,9.5,1.35,5.91,8.75,1.33,5.5,8.5,1.34,5.94,9.05
E0,13/02/2021,Brighton,Aston Villa,0,0,D,0,0,D,D England,26,4,9,1,16,12,9,2,2,3,0,0,2.7,3.5,2.5,2.85,3.51,2.59,2.8,3.3,2.55,2.87,3.45,2.61
E0,14/02/2021,Southampton,Wolves,1,2,A,1,0,H,G Scott,7,10,3,4,10,9,4,6,2,2,0,0,2.37,3.2,3.1,2.44,3.28,3.25,2.45,3.1,3.1,2.27,3.29,3.6
E0,14/02/2021,West Brom,Man United,1,1,D,1,1,D,C Pawson,7,10,3,7,13,10,4,5,5,0,0,0,10.0,5.5,1.3,9.65,5.71,1.34,9.5,5.5,1.32,9.8,6.02,1.32
E0,14/02/2021,Arsenal,Leeds,4,2,H,3,0,H,S Attwell,13,9,5,5,8,17,4,5,0,2,0,0,1.83,3.8,4.0,1.93,3.79,4.1,1.88,3.7,4.0,1.85,3.9,4.42
E0,14/02/2021,Everton,Fulham,0,2,A,0,0,D,A Madley,7,12,2,3,7,16,5,4,1,1,0,0,1.85,3.6,4.2,1.96,3.61,4.24,1.91,3.5,4.2,2.03,3.47,4.13
E0,15/02/2021,West Ham,Sheffield United,3,0,H,1,0,H,S Hooper,13,8,9,5,11,12,7,7,0,2,0,0,1.66,3.75,5.25,1.75,3.82,5.26,1.73,3.7,5.0,2.07,3.37,4.11
E0,15/02/2021,Chelsea,Newcastle,2,0,H,2,0,H,P Bankes,18,10,5,4,9,13,10,5,0,0,0,0,1.22,6.5,12.0,1.26,6.85,11.46,1.25,6.0,12.0,1.28,6.11,12.8
E0,17/02/2021,Burnley,Fulham,1,1,D,0,0,D,J Moss,8,8,3,3,7,13,5,5,1,1,0,0,2.75,3.2,2.7,2.87,3.19,2.77,2.7,3.2,2.7,3.05,3.15,2.66
E0,17/02/2021,Everton,Man City,1,3,A,1,1,D,A Marriner,3,16,2,7,8,8,0,10,2,1,0,0,8.5,5.5,1.33,8.77,5.62,1.36,9.0,5.0,1.35,12.07,6.04,1.28
E0,19/02/2021,Wolves,Leeds,1,0,H,0,0,D,D Coote,15,18,5,7,13,8,7,9,1,0,0,0,2.37,3.3,3.0,2.41,3.42,3.17,2.45,3.25,3.0,2.34,3.44,3.28
E0,20/02/2021,Southampton,Chelsea,1,1,D,1,0,H,A Taylor,4,9,1,3,10,10,3,6,1,1,0,0,5.0,3.8,1.7,5.11,3.88,1.75,5.0,3.7,1.73,4.55,3.78,1.85
E0,20/02/2021,Burnley,West Brom,0,0,D,0,0,D,M Dean,6,10,1,3,16,10,5,5,3,0,0,1,2.0,3.3,4.0,2.06,3.41,4.12,2.05,3.25,3.9,2.18,3.36,3.77
E0,20/02/2021,Liverpool,Everton,0,2,A,0,1,A,C Kavanagh,15,9,6,6,10,10,7,2,2,1,0,0,1.44,4.5,7.0,1.5,4.64,6.94,1.47,4.5,7.0,1.38,5.42,8.5
E0,20/02/2021,Fulham,Sheffield United,1,0,H,0,0,D,M Atkinson,15,4,7,2,11,14,6,4,1,2,0,0,2.15,3.2,3.6,2.23,3.24,3.77,2.25,3.1,3.6,1.97,3.43,4.45
E0,21/02/2021,West Ham,Tottenham,2,1,H,1,0,H,C Pawson,4,20,4,4,14,7,5,7,4,3,0,0,2.62,3.4,2.7,2.73,3.38,2.78,2.62,3.3,2.7,3.18,3.54,2.35
E0,21/02/2021,Aston Villa,Leicester,1,2,A,0,2,A,M Oliver,11,16,2,7,11,12,7,8,2,1,0,0,2.87,3.5,2.4,2.94,3.55,2.49,2.88,3.5,2.4,3.68,3.76,2.06
E0,21/02/2021,Arsenal,Man City,0,1,A,0,1,A,J Moss,7,15,1,3,11,9,1,3,2,2,0,0,6.5,4.33,1.5,6.42,4.54,1.54,6.5,4.2,1.52,7.22,4.64,1.49
E0,21/02/2021,Man United,Newcastle,3,1,H,1,1,D,P Tierney,15,10,7,6,9,11,6,4,1,2,0,0,1.28,5.5,10.0,1.31,5.85,10.95,1.29,5.5,11.0,1.35,5.36,10.03
E0,22/02/2021,Brighton,Crystal Palace,1,2,A,0,1,A,K Friend,25,3,5,2,11,6,13,0,2,0,0,0,1.7,3.5,5.5,1.75,3.61,5.64,1.73,3.5,5.5,1.79,3.53,5.47
E0,23/02/2021,Leeds,Southampton,3,0,H,0,0,D,A Marriner,11,13,7,5,11,13,2,4,1,2,0,0,2.25,3.5,3.1,2.4,3.52,3.12,2.3,3.4,3.1,2.22,3.62,3.39
E0,27/02/2021,Man City,West Ham,2,1,H,1,1,D,M Oliver,10,9,3,3,8,11,4,2,1,1,0,0,1.22,6.5,12.0,1.24,6.76,13.19,1.22,6.5,13.0,1.29,6.33,11.01
E0,27/02/2021,West Brom,Brighton,1,0,H,1,0,H,L Mason,6,15,2,6,11,12,7,4,0,0,0,0,4.2,3.3,1.95,4.22,3.53,1.99,4.2,3.4,1.95,4.61,3.7,1.86
E0,27/02/2021,Leeds,Aston Villa,0,1,A,0,1,A,P Bankes,13,9,3,4,14,14,7,5,3,2,0,0,2.15,3.6,3.2,2.25,3.74,3.22,2.3,3.6,2.88,2.05,3.91,3.59
E0,27/02/2021,Newcastle,Wolves,1,1,D,0,0,D,M Dean,19,14,7,4,11,13,3,5,2,0,0,0,3.5,3.2,2.2,3.56,3.16,2.36,3.5,3.1,2.25,3.78,3.25,2.22
E0,28/02/2021,Crystal Palace,Fulham,0,0,D,0,0,D,A Taylor,3,16,0,4,10,14,1,3,1,1,0,0,3.5,3.2,2.2,3.62,3.24,2.29,3.4,3.1,2.25,3.54,3.25,2.32
E0,28/02/2021,Leicester,Arsenal,1,3,A,1,2,A,P Tierney,8,12,3,4,15,3,2,7,2,1,0,0,2.5,3.4,2.8,2.61,3.38,2.92,2.5,3.25,2.9,2.33,3.4,3.36
E0,28/02/2021,Tottenham,Burnley,4,0,H,3,0,H,K Friend,16,10,7,3,6,10,3,4,0,0,0,0,1.53,4.0,6.5,1.56,4.1,7.22,1.55,3.9,7.0,1.52,4.41,6.99
E0,28/02/2021,Chelsea,Man United,0,0,D,0,0,D,S Attwell,18,11,6,4,11,12,3,4,1,2,0,0,2.15,3.4,3.4,2.3,3.34,3.47,2.25,3.3,3.3,2.42,3.32,3.24
E0,28/02/2021,Sheffield United,Liverpool,0,2,A,0,0,D,J Moss,8,16,2,8,9,9,4,3,0,0,0,0,8.0,5.0,1.36,7.95,5.19,1.41,7.5,4.8,1.4,8.48,5.5,1.38
